genus,partitions,pairs,dominance_comparable,incomparable,crossing_pairs,cycles,closest_approach
1,1,0,0,0,0,0,inf
2,2,1,1,0,0,0,inf
12,5421,444,1.0,-2.0,0.4461649867,0
12,54111,5331,1.0,0.0,0.2963641297,0
12,54111,5322,1.0,2.0,0.1650962756,1
12,54111,444,2.0,-4.0,0.7628170019,0
12,54111,4431,1.0,2.0,0.2618541066,1
12,54111,4422,1.0,4.0,0.0789990017,1
12,54111,4332,1.0,6.0,-0.0350069516,1
12,54111,3333,1.0,8.0,-0.1511595401,1
12,5331,444,1.0,-4.0,0.5134349335,0
12,5322,444,1.0,-6.0,0.6769030201,0
12,5322,4431,0.0,0.0,0.1327698092,0
12,53211,444,2.0,-8.0,0.9784969353,0
12,53211,4431,1.0,-2.0,0.4461649867,0
12,53211,4422,1.0,0.0,0.3147991465,0
12,53211,4332,1.0,2.0,0.2618541066,1
12,53211,3333,1.0,4.0,0.1589737464,1
12,531111,52221,1.0,0.0,0.2332239775,0
12,531111,444,3.0,-10.0,1.2858070031,0
12,531111,4431,2.0,-4.0,0.7628170019,0
12,531111,4422,2.0,-2.0,0.6338357577,0
12,531111,44211,1.0,0.0,0.3147991465,0
12,531111,4332,2.0,0.0,0.6090890277,0
12,531111,43311,1.0,2.0,0.2618541066,1
12,531111,43221,1.0,4.0,0.0789990017,1
12,531111,42222,1.0,6.0,-0.1039955913,1
12,531111,3333,2.0,2.0,0.5786865809,1
12,531111,33321,1.0,6.0,-0.0350069516,1
12,531111,33222,1.0,8.0,-0.2203687837,1
12,52221,444,2.0,-10.0,1.1404108813,0
12,52221,4431,1.0,-4.0,0.5978271810,0
12,52221,4422,1.0,-2.0,0.4461649867,0
12,52221,44211,0.0,0.0,0.1327698092,0
12,52221,441111,-1.0,2.0,-0.2335765227,0
12,52221,4332,1.0,0.0,0.4016925375,0
12,52221,43311,0.0,2.0,0.0217095052,1
12,52221,3333,1.0,2.0,0.3499699160,1
12,522111,444,3.0,-12.0,1.4437407868,0
12,522111,4431,2.0,-6.0,0.9086673091,0
12,522111,4422,2.0,-4.0,0.7628170019,0
12,522111,44211,1.0,-2.0,0.4461649867,0
12,522111,441111,0.0,0.0,0.1327698092,0
12,522111,4332,2.0,-2.0,0.7212452679,0
12,522111,43311,1.0,0.0,0.4016925375,0
12,522111,43221,1.0,2.0,0.2618541066,1
12,522111,42222,1.0,4.0,0.0789990017,1
12,522111,3333,2.0,0.0,0.6908387056,0
12,522111,33321,1.0,4.0,0.1589737464,1
12,522111,33222,1.0,6.0,-0.0350069516,1
12,5211111,444,4.0,-14.0,1.7509367124,0
12,5211111,4431,3.0,-8.0,1.2225096625,0
12,5211111,4422,3.0,-6.0,1.0807668731,0
12,5211111,44211,2.0,-4.0,0.7628170019,0
12,5211111,441111,1.0,-2.0,0.4461649867,0
12,5211111,4332,3.0,-4.0,1.0407979984,0
12,5211111,43311,2.0,-2.0,0.7212452679,0
12,5211111,43221,2.0,0.0,0.6090890277,0
12,5211111,432111,1.0,2.0,0.2618541066,1
12,5211111,42222,2.0,2.0,0.5048778215,1
12,5211111,422211,1.0,4.0,0.0789990017,1
12,5211111,3333,3.0,-2.0,1.0095527504,0
12,5211111,33321,2.0,2.0,0.5786865809,1
12,5211111,333111,1.0,4.0,0.1589737464,1
12,5211111,33222,2.0,4.0,0.4226025237,1
12,5211111,332211,1.0,6.0,-0.0350069516,1
12,5211111,322221,1.0,8.0,-0.2203687837,1
12,5211111,222222,1.0,10.0,-0.4002691761,1
12,51111111,444,5.0,-16.0,2.0608982666,0
12,51111111,4431,4.0,-10.0,1.5380953764,0
12,51111111,4422,4.0,-8.0,1.3992864989,0
12,51111111,44211,3.0,-6.0,1.0807668731,0
12,51111111,441111,2.0,-4.0,0.7628170019,0
12,51111111,4332,4.0,-6.0,1.3603507288,0
12,51111111,43311,3.0,-4.0,1.0407979984,0
12,51111111,43221,3.0,-2.0,0.9260392048,0
12,51111111,432111,2.0,0.0,0.6090890277,0
12,51111111,4311111,1.0,2.0,0.2618541066,1
12,51111111,42222,3.0,0.0,0.8305466376,0
12,51111111,422211,2.0,2.0,0.5048778215,1
12,51111111,4221111,1.0,4.0,0.0789990017,1
12,51111111,3333,4.0,-4.0,1.3285721701,0
12,51111111,33321,3.0,0.0,0.9048322676,0
12,51111111,333111,2.0,2.0,0.5786865809,1
12,51111111,33222,3.0,2.0,0.8104451387,1
12,51111111,332211,2.0,4.0,0.4226025237,1
12,51111111,3321111,1.0,6.0,-0.0350069516,1
12,51111111,322221,2.0,6.0,0.2447692508,1
12,51111111,3222111,1.0,8.0,-0.2203687837,1
12,51111111,222222,2.0,8.0,0.0622100817,1
12,51111111,2222211,1.0,10.0,-0.4002691761,1
12,44211,4332,1.0,0.0,0.2963641297,0
12,44211,3333,1.0,2.0,0.2398293225,1
12,441111,4332,2.0,-2.0,0.6116884279,0
12,441111,43311,1.0,0.0,0.2963641297,0
12,441111,43221,1.0,2.0,0.1650962756,1
12,441111,42222,1.0,4.0,-0.0166184606,1
12,441111,3333,2.0,0.0,0.5927282594,0
12,441111,33321,1.0,4.0,0.0532068671,1
12,441111,33222,1.0,6.0,-0.1336256519,1
12,43311,3333,1.0,0.0,0.2963641297,0
12,43221,3333,1.0,-2.0,0.4088839742,0
12,432111,42222,1.0,0.0,0.2332239775,0
12,432111,3333,2.0,-4.0,0.7280546675,0
12,432111,33321,1.0,0.0,0.2963641297,0
12,432111,33222,1.0,2.0,0.1650962756,1
12,4311111,42222,2.0,-2.0,0.5358060914,0
12,4311111,422211,1.0,0.0,0.2332239775,0
12,4311111,3333,3.0,-6.0,1.0474280674,0
12,4311111,33321,2.0,-2.0,0.6116884279,0
12,4311111,333111,1.0,0.0,0.2963641297,0
12,4311111,33222,2.0,0.0,0.5236979344,0
12,4311111,332211,1.0,2.0,0.1650962756,1
12,4311111,322221,1.0,4.0,-0.0166184606,1
12,4311111,222222,1.0,6.0,-0.1996050816,1
12,42222,3333,1.0,-4.0,0.5520740481,0
12,42222,33321,0.0,0.0,0.0903387488,0
12,42222,333111,-1.0,2.0,-0.2407467360,0
12,422211,3333,2.0,-6.0,0.8660471472,0
12,422211,33321,1.0,-2.0,0.4088839742,0
12,422211,333111,0.0,0.0,0.0903387488,0
12,422211,33222,1.0,0.0,0.2963641297,0
12,4221111,3333,3.0,-8.0,1.1822538998,0
12,4221111,33321,2.0,-4.0,0.7280546675,0
12,4221111,333111,1.0,-2.0,0.4088839742,0
12,4221111,33222,2.0,-2.0,0.6116884279,0
12,4221111,332211,1.0,0.0,0.2963641297,0
12,4221111,322221,1.0,2.0,0.1650962756,1
12,4221111,222222,1.0,4.0,-0.0166184606,1
12,42111111,3333,4.0,-10.0,1.4996370675,0
12,42111111,33321,3.0,-6.0,1.0474280674,0
12,42111111,333111,2.0,-4.0,0.7280546675,0
12,42111111,33222,3.0,-4.0,0.9292832014,0
12,42111111,332211,2.0,-2.0,0.6116884279,0
12,42111111,3321111,1.0,0.0,0.2963641297,0
12,42111111,322221,2.0,0.0,0.5236979344,0
12,42111111,3222111,1.0,2.0,0.1650962756,1
12,42111111,222222,2.0,2.0,0.4265421708,1
12,42111111,2222211,1.0,4.0,-0.0166184606,1
12,411111111,3333,5.0,-12.0,1.8176396262,0
12,411111111,33321,4.0,-8.0,1.3668513376,0
12,411111111,333111,3.0,-6.0,1.0474280674,0
12,411111111,33222,4.0,-6.0,1.2477203173,0
12,411111111,332211,3.0,-4.0,0.9292832014,0
12,411111111,3321111,2.0,-2.0,0.6116884279,0
12,411111111,33111111,1.0,0.0,0.2963641297,0
12,411111111,322221,3.0,-2.0,0.8319236879,0
12,411111111,3222111,2.0,0.0,0.5236979344,0
12,411111111,32211111,1.0,2.0,0.1650962756,1
12,411111111,222222,3.0,0.0,0.7547830158,0
12,411111111,2222211,2.0,2.0,0.4265421708,1
12,411111111,22221111,1.0,4.0,-0.0166184606,1
12,333111,33222,1.0,0.0,0.2332239775,0
12,3321111,322221,1.0,0.0,0.2332239775,0
12,3321111,222222,1.0,2.0,0.0995602268,1
12,33111111,322221,2.0,-2.0,0.5358060914,0
12,33111111,3222111,1.0,0.0,0.2332239775,0
12,33111111,222222,2.0,0.0,0.4664479549,0
12,33111111,2222211,1.0,2.0,0.0995602268,1
12,3222111,222222,1.0,0.0,0.2332239775,0
12,32211111,222222,2.0,-2.0,0.5358060914,0
12,32211111,2222211,1.0,0.0,0.2332239775,0
12,321111111,222222,3.0,-4.0,0.8488105375,0
12,321111111,2222211,2.0,-2.0,0.5358060914,0
12,321111111,22221111,1.0,0.0,0.2332239775,0
12,3111111111,222222,4.0,-6.0,1.1650352811,0
12,3111111111,2222211,3.0,-4.0,0.8488105375,0
12,3111111111,22221111,2.0,-2.0,0.5358060914,0
12,3111111111,222111111,1.0,0.0,0.2332239775,0
13,1111,103,1.0,14.0,-0.0301399094,1
13,1111,94,1.0,26.0,-0.3701617263,1
13,1111,85,1.0,34.0,-0.5930149406,1
13,1111,76,1.0,38.0,-0.7033218110,1
13,1021,94,1.0,8.0,0.3295356584,1
13,1021,85,1.0,16.0,0.1223845974,1
13,1021,76,1.0,20.0,0.0156511292,1
13,10111,94,2.0,6.0,0.7221547746,1
13,10111,931,1.0,12.0,0.0044038115,1
13,10111,922,1.0,14.0,-0.1770202469,1
13,10111,85,2.0,14.0,0.5507119922,1
13,10111,841,1.0,22.0,-0.2988637027,1
13,10111,832,1.0,26.0,-0.5870280858,1
13,10111,76,2.0,18.0,0.4516471538,1
13,10111,751,1.0,28.0,-0.4783032600,1
13,10111,742,1.0,34.0,-0.8512196476,1
13,10111,733,1.0,36.0,-0.9568402613,1
13,10111,661,1.0,30.0,-0.5376916135,1
13,10111,652,1.0,38.0,-0.9812470881,1
13,10111,643,1.0,42.0,-1.1720030252,1
13,10111,553,1.0,44.0,-1.2429176543,1
13,10111,544,1.0,46.0,-1.3283146959,1
13,931,85,1.0,2.0,0.5333112095,1
13,931,76,1.0,6.0,0.4814556288,1
13,922,85,1.0,0.0,0.6999720377,0
13,922,841,0.0,8.0,-0.0615843104,1
13,922,76,1.0,4.0,0.6858764947,1
13,922,751,0.0,14.0,-0.2423618995,1
13,922,661,0.0,16.0,-0.3017708656,1
13,9211,85,2.0,-2.0,0.9991825765,0
13,9211,841,1.0,6.0,0.3672184416,1
13,9211,832,1.0,10.0,0.0434980794,1
13,9211,76,2.0,2.0,0.9973585514,1
13,9211,751,1.0,12.0,0.2070665315,1
13,9211,742,1.0,18.0,-0.2174515454,1
13,9211,733,1.0,20.0,-0.3279958527,1
13,9211,661,1.0,14.0,0.1508895763,1
13,9211,652,1.0,22.0,-0.3466658124,1
13,9211,643,1.0,26.0,-0.5425307602,1
13,9211,553,1.0,28.0,-0.6131885552,1
13,9211,544,1.0,30.0,-0.6984904833,1
13,91111,85,3.0,-4.0,1.3038549261,0
13,91111,841,2.0,4.0,0.7462939840,1
13,91111,832,2.0,8.0,0.4811194053,1
13,91111,8311,1.0,10.0,0.0434980794,1
13,91111,8221,1.0,12.0,-0.1410726203,1
13,91111,76,3.0,0.0,1.3027549122,0
13,91111,751,2.0,10.0,0.6299504312,1
13,91111,742,2.0,16.0,0.2391437939,1
13,91111,7411,1.0,18.0,-0.2174515454,1
13,91111,733,2.0,18.0,0.1316370603,1
13,91111,7321,1.0,22.0,-0.5119766917,1
13,91111,7222,1.0,24.0,-0.6790970170,1
13,91111,661,2.0,12.0,0.5808738380,1
13,91111,652,2.0,20.0,0.1141215371,1
13,91111,6511,1.0,22.0,-0.3466658124,1
13,91111,643,2.0,24.0,-0.0776116605,1
13,91111,6421,1.0,28.0,-0.7275503930,1
13,91111,6331,1.0,30.0,-0.8358557270,1
13,91111,6322,1.0,32.0,-1.0033348947,1
13,91111,553,2.0,26.0,-0.1469900071,1
13,91111,5521,1.0,30.0,-0.7985262144,1
13,91111,544,2.0,28.0,-0.2303084054,1
13,91111,5431,1.0,34.0,-0.9933113408,1
13,91111,5422,1.0,36.0,-1.1613445923,1
13,91111,5332,1.0,38.0,-1.2706998098,1
13,91111,4441,1.0,36.0,-1.0798882387,1
13,91111,4432,1.0,40.0,-1.3580544147,1
13,91111,4333,1.0,42.0,-1.4682379478,1
13,841,76,1.0,-4.0,0.5979485485,0
13,832,76,1.0,-8.0,0.8724355479,0
13,832,751,0.0,2.0,0.2286450323,1
13,832,661,0.0,4.0,0.1841526602,1
13,8311,76,2.0,-10.0,1.1503091414,0
13,8311,751,1.0,0.0,0.5350039710,0
13,8311,742,1.0,6.0,0.1959001723,1
13,8311,733,1.0,8.0,0.0880982503,1
13,8311,661,1.0,2.0,0.5308791688,1
13,8311,652,1.0,10.0,0.0730860593,1
13,8311,643,1.0,14.0,-0.1234124951,1
13,8311,553,1.0,16.0,-0.1936251426,1
13,8311,544,1.0,18.0,-0.2786587563,1
13,8221,76,2.0,-12.0,1.3196917152,0
13,8221,751,1.0,-2.0,0.7000176070,0
13,8221,742,1.0,4.0,0.4052867454,1
13,8221,7411,0.0,6.0,-0.0167081545,1
13,8221,733,1.0,6.0,0.2963112731,1
13,8221,661,1.0,0.0,0.6972984957,0
13,8221,652,1.0,8.0,0.3004813308,1
13,8221,6511,0.0,10.0,-0.1469287367,1
13,8221,643,1.0,12.0,0.0947612544,1
13,8221,553,1.0,14.0,0.0263281056,1
13,8221,544,1.0,16.0,-0.0585214177,1
13,82111,76,3.0,-14.0,1.6044987119,0
13,82111,751,2.0,-4.0,0.9992019363,0
13,82111,742,2.0,2.0,0.7598720532,1
13,82111,7411,1.0,4.0,0.4052867454,1
13,82111,733,2.0,4.0,0.6969106708,1
13,82111,7321,1.0,8.0,0.0880982503,1
13,82111,7222,1.0,10.0,-0.0994118256,1
13,82111,661,2.0,-2.0,0.9976560446,0
13,82111,652,2.0,6.0,0.7079069939,1
13,82111,6511,1.0,8.0,0.3004813308,1
13,82111,643,2.0,10.0,0.5403484030,1
13,82111,6421,1.0,14.0,-0.1234124951,1
13,82111,6331,1.0,16.0,-0.2360925866,1
13,82111,6322,1.0,18.0,-0.4242152160,1
13,82111,553,2.0,12.0,0.4787698335,1
13,82111,5521,1.0,16.0,-0.1936251426,1
13,82111,544,2.0,14.0,0.4014303853,1
13,82111,5431,1.0,20.0,-0.3927482132,1
13,82111,5422,1.0,22.0,-0.5820259113,1
13,82111,5332,1.0,24.0,-0.6929596728,1
13,82111,4441,1.0,22.0,-0.4791107191,1
13,82111,4432,1.0,26.0,-0.7803716262,1
13,82111,4333,1.0,28.0,-0.8923220262,1
13,811111,76,4.0,-16.0,1.8954396741,0
13,811111,751,3.0,-6.0,1.3038629472,0
13,811111,742,3.0,0.0,1.0793571355,0
13,811111,7411,2.0,2.0,0.7598720532,1
13,811111,733,3.0,2.0,1.0396305794,1
13,811111,7321,2.0,6.0,0.5233559276,1
13,811111,73111,1.0,8.0,0.0880982503,1
13,811111,7222,2.0,8.0,0.3453678574,1
13,811111,72211,1.0,10.0,-0.0994118256,1
13,811111,661,3.0,-4.0,1.3028683220,0
13,811111,652,3.0,4.0,1.0698173209,1
13,811111,6511,2.0,6.0,0.7079069939,1
13,811111,643,3.0,8.0,0.9529493047,1
13,811111,6421,2.0,12.0,0.3350062987,1
13,811111,64111,1.0,14.0,-0.1234124951,1
13,811111,6331,2.0,14.0,0.2274261232,1
13,811111,6322,2.0,16.0,0.0335205746,1
13,811111,63211,1.0,18.0,-0.4242152160,1
13,811111,62221,1.0,20.0,-0.5961357667,1
13,811111,553,3.0,10.0,0.9034404732,1
13,811111,5521,2.0,14.0,0.2685904343,1
13,811111,55111,1.0,16.0,-0.1936251426,1
13,811111,544,3.0,12.0,0.8375536874,1
13,811111,5431,2.0,18.0,0.0765480587,1
13,811111,5422,2.0,20.0,-0.1210517237,1
13,811111,54211,1.0,22.0,-0.5820259113,1
13,811111,5332,2.0,22.0,-0.2312482242,1
13,811111,53311,1.0,24.0,-0.6929596728,1
13,811111,53221,1.0,26.0,-0.8654249119,1
13,811111,52222,1.0,28.0,-1.0303339380,1
13,811111,4441,2.0,20.0,-0.0070466624,1
13,811111,4432,2.0,24.0,-0.3171533768,1
13,811111,44311,1.0,26.0,-0.7803716262,1
13,811111,44221,1.0,28.0,-0.9532742996,1
13,811111,4333,2.0,26.0,-0.4289317538,1
13,811111,43321,1.0,30.0,-1.0651743815,1
13,811111,43222,1.0,32.0,-1.2309266412,1
13,811111,33331,1.0,32.0,-1.1775673464,1
13,811111,33322,1.0,34.0,-1.3438465694,1
13,742,661,0.0,-4.0,0.3314512308,0
13,7411,733,1.0,0.0,0.2963641297,0
13,7411,661,1.0,-6.0,0.6001821798,0
13,7411,652,1.0,2.0,0.3051380352,1
13,7411,643,1.0,6.0,0.1393278729,1
13,7411,553,1.0,8.0,0.0704654623,1
13,7411,544,1.0,10.0,-0.0134051055,1
13,733,661,0.0,-6.0,0.4445947477,0
13,733,652,0.0,2.0,0.0364548221,1
13,733,6511,-1.0,4.0,-0.2964704232,0
13,7321,661,1.0,-10.0,0.8761087780,0
13,7321,652,1.0,-2.0,0.5352857086,0
13,7321,6511,0.0,0.0,0.2407538923,0
13,7321,643,1.0,2.0,0.4365234693,1
13,7321,553,1.0,4.0,0.3966581618,1
13,7321,544,1.0,6.0,0.3249847840,1
13,73111,7222,1.0,0.0,0.2332239775,0
13,73111,661,2.0,-12.0,1.1520720807,0
13,73111,652,2.0,-4.0,0.8386527651,0
13,73111,6511,1.0,-2.0,0.5352857086,0
13,73111,643,2.0,0.0,0.7611066176,0
13,73111,6421,1.0,4.0,0.2450144948,1
13,73111,6331,1.0,6.0,0.1393278729,1
13,73111,6322,1.0,8.0,-0.0504657607,1
13,73111,553,2.0,2.0,0.7579862252,1
13,73111,5521,1.0,6.0,0.1820129734,1
13,73111,544,2.0,4.0,0.7262399939,1
13,73111,5431,1.0,10.0,-0.0134051055,1
13,73111,5422,1.0,12.0,-0.2080622496,1
13,73111,5332,1.0,14.0,-0.3198445664,1
13,73111,4441,1.0,12.0,-0.0988004648,1
13,73111,4432,1.0,16.0,-0.4075030840,1
13,73111,4333,1.0,18.0,-0.5208155568,1
13,7222,661,1.0,-12.0,1.0455910315,0
13,7222,652,1.0,-4.0,0.7004471094,0
13,7222,6511,0.0,-2.0,0.4092616233,0
13,7222,643,1.0,0.0,0.5924295871,0
13,7222,6421,0.0,4.0,0.0344288622,1
13,7222,64111,-1.0,6.0,-0.2650052240,0
13,7222,6331,0.0,6.0,-0.1089290396,1
13,7222,553,1.0,2.0,0.5853823652,1
13,7222,5521,0.0,6.0,-0.0362144387,1
13,7222,55111,-1.0,8.0,-0.3345123109,0
13,7222,544,1.0,4.0,0.5389664451,1
13,7222,5431,0.0,10.0,-0.2705218937,1
13,7222,4441,0.0,12.0,-0.3605674476,1
13,72211,661,2.0,-14.0,1.3215688167,0
13,72211,652,2.0,-6.0,0.9994178653,0
13,72211,6511,1.0,-4.0,0.7004471094,0
13,72211,643,2.0,-2.0,0.9049950815,0
13,72211,6421,1.0,2.0,0.4365234693,1
13,72211,64111,0.0,4.0,0.0344288622,1
13,72211,6331,1.0,4.0,0.3433612354,1
13,72211,6322,1.0,6.0,0.1393278729,1
13,72211,553,2.0,0.0,0.9020901800,0
13,72211,5521,1.0,4.0,0.3966581618,1
13,72211,55111,0.0,6.0,-0.0362144387,1
13,72211,544,2.0,2.0,0.8868626228,1
13,72211,5431,1.0,8.0,0.2044791644,1
13,72211,5422,1.0,10.0,-0.0134051055,1
13,72211,5332,1.0,12.0,-0.1276951419,1
13,72211,4441,1.0,10.0,0.1213574284,1
13,72211,4432,1.0,14.0,-0.2143608169,1
13,72211,4333,1.0,16.0,-0.3297582693,1
13,721111,661,3.0,-16.0,1.6054772975,0
13,721111,652,3.0,-8.0,1.3039683360,0
13,721111,6511,2.0,-6.0,0.9994178653,0
13,721111,643,3.0,-4.0,1.2197255044,0
13,721111,6421,2.0,0.0,0.7611066176,0
13,721111,64111,1.0,2.0,0.4365234693,1
13,721111,6331,2.0,2.0,0.7178016575,1
13,721111,6322,2.0,4.0,0.5663058659,1
13,721111,63211,1.0,6.0,0.1393278729,1
13,721111,62221,1.0,8.0,-0.0504657607,1
13,721111,553,3.0,-2.0,1.2174298897,0
13,721111,5521,2.0,2.0,0.7579862252,1
13,721111,55111,1.0,4.0,0.3966581618,1
13,721111,544,3.0,0.0,1.2047304309,0
13,721111,5431,2.0,6.0,0.6375774691,1
13,721111,5422,2.0,8.0,0.4426134842,1
13,721111,54211,1.0,10.0,-0.0134051055,1
13,721111,5332,2.0,10.0,0.3375448223,1
13,721111,53311,1.0,12.0,-0.1276951419,1
13,721111,53221,1.0,14.0,-0.3198445664,1
13,721111,52222,1.0,16.0,-0.4967262223,1
13,721111,4441,2.0,8.0,0.5703210233,1
13,721111,4432,2.0,12.0,0.2563809732,1
13,721111,44311,1.0,14.0,-0.2143608169,1
13,721111,44221,1.0,16.0,-0.4075030840,1
13,721111,4333,2.0,14.0,0.1448413681,1
13,721111,43321,1.0,18.0,-0.5208155568,1
13,721111,43222,1.0,20.0,-0.6983003124,1
13,721111,33331,1.0,20.0,-0.6347979694,1
13,721111,33322,1.0,22.0,-0.8123591481,1
13,7111111,661,4.0,-18.0,1.8960378105,0
13,7111111,652,4.0,-10.0,1.6124834071,0
13,7111111,6511,3.0,-8.0,1.3039683360,0
13,7111111,643,4.0,-6.0,1.5358357040,0
13,7111111,6421,3.0,-2.0,1.0793630131,0
13,7111111,64111,2.0,0.0,0.7611066176,0
13,7111111,6331,3.0,0.0,1.0400959935,0
13,7111111,6322,3.0,2.0,0.9242949060,1
13,7111111,63211,2.0,4.0,0.5663058659,1
13,7111111,631111,1.0,6.0,0.1393278729,1
13,7111111,62221,2.0,6.0,0.3959489475,1
13,7111111,622111,1.0,8.0,-0.0504657607,1
13,7111111,553,4.0,-4.0,1.5338754049,0
13,7111111,5521,3.0,0.0,1.0781419787,0
13,7111111,55111,2.0,2.0,0.7579862252,1
13,7111111,544,4.0,-2.0,1.5223536566,0
13,7111111,5431,3.0,4.0,1.0190433985,1
13,7111111,5422,3.0,6.0,0.8597629054,1
13,7111111,54211,2.0,8.0,0.4426134842,1
13,7111111,541111,1.0,10.0,-0.0134051055,1
13,7111111,5332,3.0,8.0,0.7742613481,1
13,7111111,53311,2.0,10.0,0.3375448223,1
13,7111111,53221,2.0,12.0,0.1434514745,1
13,7111111,532111,1.0,14.0,-0.3198445664,1
13,7111111,52222,2.0,14.0,-0.0422974367,1
13,7111111,522211,1.0,16.0,-0.4967262223,1
13,7111111,4441,3.0,6.0,0.9782204584,1
13,7111111,4432,3.0,10.0,0.7045299411,1
13,7111111,44311,2.0,12.0,0.2563809732,1
13,7111111,44221,2.0,14.0,0.0587855027,1
13,7111111,442111,1.0,16.0,-0.4075030840,1
13,7111111,4333,3.0,12.0,0.6026650186,1
13,7111111,43321,2.0,16.0,-0.0525762974,1
13,7111111,433111,1.0,18.0,-0.5208155568,1
13,7111111,43222,2.0,18.0,-0.2409609810,1
13,7111111,432211,1.0,20.0,-0.6983003124,1
13,7111111,422221,1.0,22.0,-0.8686230862,1
13,7111111,33331,2.0,18.0,-0.1653189544,1
13,7111111,33322,2.0,20.0,-0.3539340164,1
13,7111111,333211,1.0,22.0,-0.8123591481,1
13,7111111,332221,1.0,24.0,-0.9831973101,1
13,7111111,322222,1.0,26.0,-1.1506884901,1
13,6511,643,1.0,2.0,0.2618541066,1
13,6511,553,1.0,4.0,0.1980674677,1
13,6511,544,1.0,6.0,0.1163654324,1
13,6421,553,1.0,-2.0,0.4602598268,0
13,6421,544,1.0,0.0,0.4439739707,0
13,64111,6331,1.0,0.0,0.2963641297,0
13,64111,6322,1.0,2.0,0.1650962756,1
13,64111,553,2.0,-4.0,0.7738236022,0
13,64111,5521,1.0,0.0,0.3189601952,0
13,64111,544,2.0,-2.0,0.7612470390,0
13,64111,5431,1.0,4.0,0.1980674677,1
13,64111,5422,1.0,6.0,0.0080001812,1
13,64111,5332,1.0,8.0,-0.1049634627,1
13,64111,4441,1.0,6.0,0.1163654324,1
13,64111,4432,1.0,10.0,-0.1930277062,1
13,64111,4333,1.0,12.0,-0.3080608680,1
13,6331,553,1.0,-4.0,0.5376139324,0
13,6331,5521,0.0,0.0,0.0776445436,0
13,6331,55111,-1.0,2.0,-0.2964663511,0
13,6331,544,1.0,-2.0,0.5066196546,0
13,6322,553,1.0,-6.0,0.7037404315,0
13,6322,5521,0.0,-2.0,0.2467278428,0
13,6322,55111,-1.0,0.0,-0.2278959056,0
13,6322,544,1.0,-4.0,0.6667706701,0
13,6322,5431,0.0,2.0,0.0916900195,1
13,6322,4441,0.0,4.0,0.0004267903,1
13,63211,553,2.0,-8.0,1.0011354270,0
13,63211,5521,1.0,-4.0,0.5376139324,0
13,63211,55111,0.0,-2.0,0.2467278428,0
13,63211,544,2.0,-6.0,0.9718971166,0
13,63211,5431,1.0,0.0,0.4439739707,0
13,63211,5422,1.0,2.0,0.2941661631,1
13,63211,5332,1.0,4.0,0.1980674677,1
13,63211,4441,1.0,2.0,0.4221920161,1
13,63211,4432,1.0,6.0,0.1163654324,1
13,63211,4333,1.0,8.0,0.0021925552,1
13,631111,62221,1.0,0.0,0.2332239775,0
13,631111,553,3.0,-10.0,1.3049629611,0
13,631111,5521,2.0,-6.0,0.8396885812,0
13,631111,55111,1.0,-4.0,0.5376139324,0
13,631111,544,3.0,-8.0,1.2810848514,0
13,631111,5431,2.0,-2.0,0.7612470390,0
13,631111,5422,2.0,0.0,0.6333999304,0
13,631111,54211,1.0,2.0,0.2941661631,1
13,631111,5332,2.0,2.0,0.6012504958,1
13,631111,53311,1.0,4.0,0.1980674677,1
13,631111,53221,1.0,6.0,0.0080001812,1
13,631111,52222,1.0,8.0,-0.1717993841,1
13,631111,4441,2.0,0.0,0.7516543993,0
13,631111,4432,2.0,4.0,0.5548796153,1
13,631111,44311,1.0,6.0,0.1163654324,1
13,631111,44221,1.0,8.0,-0.0792665569,1
13,631111,4333,2.0,6.0,0.4619444293,1
13,631111,43321,1.0,10.0,-0.1930277062,1
13,631111,43222,1.0,12.0,-0.3747323694,1
13,631111,33331,1.0,12.0,-0.3080608680,1
13,631111,33322,1.0,14.0,-0.4901502102,1
13,62221,553,2.0,-10.0,1.1653681254,0
13,62221,5521,1.0,-6.0,0.7037404315,0
13,62221,55111,0.0,-4.0,0.4161018814,0
13,62221,544,2.0,-8.0,1.1315754691,0
13,62221,5431,1.0,-2.0,0.5929891152,0
13,62221,5422,1.0,0.0,0.4439739707,0
13,62221,54211,0.0,2.0,0.0916900195,1
13,62221,541111,-1.0,4.0,-0.2335886585,0
13,62221,5332,1.0,2.0,0.3870341140,1
13,62221,53311,0.0,4.0,-0.0495400173,1
13,62221,4441,1.0,0.0,0.5746979513,0
13,62221,4432,1.0,4.0,0.3256395921,1
13,62221,44311,0.0,6.0,-0.1404959551,1
13,62221,4333,1.0,6.0,0.2133627121,1
13,622111,553,3.0,-12.0,1.4656285369,0
13,622111,5521,2.0,-8.0,1.0011354270,0
13,622111,55111,1.0,-6.0,0.7037404315,0
13,622111,544,3.0,-10.0,1.4371841221,0
13,622111,5431,2.0,-4.0,0.9053524103,0
13,622111,5422,2.0,-2.0,0.7612470390,0
13,622111,54211,1.0,0.0,0.4439739707,0
13,622111,541111,0.0,2.0,0.0916900195,1
13,622111,5332,2.0,0.0,0.7205881360,0
13,622111,53311,1.0,2.0,0.3870341140,1
13,622111,53221,1.0,4.0,0.1980674677,1
13,622111,52222,1.0,6.0,0.0080001812,1
13,622111,4441,2.0,-2.0,0.8900681725,0
13,622111,4432,2.0,2.0,0.7110082185,1
13,622111,44311,1.0,4.0,0.3256395921,1
13,622111,44221,1.0,6.0,0.1163654324,1
